"Data (mm-dd)","Distrito","Óbitos"
"Jan-11","Ilha do Corvo","0"
"Jan-12","Ilha do Corvo","0"
"Jan-13","Ilha do Corvo","0"
"Jan-14","Ilha do Corvo","0"
"Jan-15","Ilha do Corvo","0"
"Jan-16","Ilha do Corvo","0"
"Jan-17","Ilha do Corvo","0"
"Jan-18","Ilha do Corvo","0"
"Jan-19","Ilha do Corvo","0"
"Jan-20","Ilha do Corvo","0"
"Jan-21","Ilha do Corvo","0"
"Jan-22","Ilha do Corvo","0"
"Jan-23","Ilha do Corvo","0"
"Jan-24","Ilha do Corvo","0"
"Jan-25","Ilha do Corvo","0"
"Jan-26","Ilha do Corvo","0"
"Jan-27","Ilha do Corvo","0"
"Jan-28","Ilha do Corvo","0"
"Jan-29","Ilha do Corvo","0"
"Jan-30","Ilha do Corvo","0"
"Jan-31","Ilha do Corvo","0"
"Fev-01","Ilha do Corvo","0"
"Fev-02","Ilha do Corvo","0"
"Fev-03","Ilha do Corvo","0"
"Fev-04","Ilha do Corvo","0"
"Fev-05","Ilha do Corvo","0"
"Fev-06","Ilha do Corvo","0"
"Fev-07","Ilha do Corvo","0"
"Fev-08","Ilha do Corvo","0"
"Fev-09","Ilha do Corvo","0"
"Fev-10","Ilha do Corvo","0"
"Fev-11","Ilha do Corvo","0"
"Fev-12","Ilha do Corvo","0"
"Fev-13","Ilha do Corvo","0"
"Fev-14","Ilha do Corvo","0"
"Fev-15","Ilha do Corvo","0"
"Fev-16","Ilha do Corvo","0"
"Fev-17","Ilha do Corvo","0"
"Fev-18","Ilha do Corvo","0"
"Fev-19","Ilha do Corvo","0"
"Fev-20","Ilha do Corvo","0"
"Fev-21","Ilha do Corvo","0"
"Fev-22","Ilha do Corvo","0"
"Fev-23","Ilha do Corvo","0"
"Fev-24","Ilha do Corvo","0"
"Fev-25","Ilha do Corvo","0"
"Fev-26","Ilha do Corvo","0"
"Fev-27","Ilha do Corvo","0"
"Fev-28","Ilha do Corvo","0"
"Mar-01","Ilha do Corvo","0"
"Mar-02","Ilha do Corvo","0"
"Mar-03","Ilha do Corvo","0"
"Mar-04","Ilha do Corvo","0"
"Mar-05","Ilha do Corvo","0"
"Mar-06","Ilha do Corvo","0"
"Mar-07","Ilha do Corvo","0"
"Mar-08","Ilha do Corvo","0"
"Mar-09","Ilha do Corvo","0"
"Mar-10","Ilha do Corvo","0"
"Mar-11","Ilha do Corvo","0"
"Mar-12","Ilha do Corvo","0"
"Mar-13","Ilha do Corvo","0"
"Mar-14","Ilha do Corvo","0"
"Mar-15","Ilha do Corvo","0"
"Mar-16","Ilha do Corvo","0"
"Mar-17","Ilha do Corvo","0"
"Mar-18","Ilha do Corvo","0"
"Mar-19","Ilha do Corvo","0"
"Mar-20","Ilha do Corvo","0"
"Mar-21","Ilha do Corvo","0"
"Mar-22","Ilha do Corvo","0"
"Mar-23","Ilha do Corvo","0"
"Mar-24","Ilha do Corvo","0"
"Mar-25","Ilha do Corvo","0"
"Mar-26","Ilha do Corvo","0"
"Mar-27","Ilha do Corvo","0"
"Mar-28","Ilha do Corvo","0"
"Mar-29","Ilha do Corvo","1"
"Mar-30","Ilha do Corvo","0"
"Mar-31","Ilha do Corvo","0"
"Abr-01","Ilha do Corvo","0"
"Abr-02","Ilha do Corvo","0"
"Abr-03","Ilha do Corvo","0"
"Abr-04","Ilha do Corvo","0"
"Abr-05","Ilha do Corvo","0"
"Abr-06","Ilha do Corvo","0"
"Abr-07","Ilha do Corvo","0"
"Abr-08","Ilha do Corvo","0"
"Abr-09","Ilha do Corvo","0"
"Abr-10","Ilha do Corvo","0"
"Abr-11","Ilha do Corvo","0"
"Abr-12","Ilha do Corvo","0"
"Abr-13","Ilha do Corvo","0"
"Abr-14","Ilha do Corvo","0"
"Abr-15","Ilha do Corvo","0"
"Abr-16","Ilha do Corvo","0"
"Abr-17","Ilha do Corvo","0"
"Abr-18","Ilha do Corvo","0"
"Abr-19","Ilha do Corvo","0"
"Abr-20","Ilha do Corvo","0"
"Abr-21","Ilha do Corvo","0"
"Abr-22","Ilha do Corvo","0"
"Abr-23","Ilha do Corvo","0"
"Abr-24","Ilha do Corvo","0"
"Abr-25","Ilha do Corvo","1"
"Abr-26","Ilha do Corvo","0"
"Abr-27","Ilha do Corvo","0"
"Abr-28","Ilha do Corvo","0"
"Abr-29","Ilha do Corvo","0"
"Abr-30","Ilha do Corvo","0"
"Mai-01","Ilha do Corvo","0"
"Mai-02","Ilha do Corvo","0"
"Mai-03","Ilha do Corvo","0"
"Mai-04","Ilha do Corvo","0"
"Mai-05","Ilha do Corvo","0"
"Mai-06","Ilha do Corvo","0"
"Mai-07","Ilha do Corvo","0"
"Mai-08","Ilha do Corvo","0"
"Mai-09","Ilha do Corvo","0"
"Mai-10","Ilha do Corvo","0"
"Mai-11","Ilha do Corvo","0"
"Mai-12","Ilha do Corvo","0"
"Mai-13","Ilha do Corvo","0"
"Mai-14","Ilha do Corvo","0"
"Mai-15","Ilha do Corvo","0"
"Mai-16","Ilha do Corvo","0"
"Mai-17","Ilha do Corvo","0"
"Mai-18","Ilha do Corvo","0"
"Mai-19","Ilha do Corvo","0"
"Mai-20","Ilha do Corvo","0"
"Mai-21","Ilha do Corvo","0"
"Mai-22","Ilha do Corvo","0"
"Mai-23","Ilha do Corvo","0"
"Mai-24","Ilha do Corvo","0"
"Mai-25","Ilha do Corvo","0"
"Mai-26","Ilha do Corvo","0"
"Mai-27","Ilha do Corvo","0"
"Mai-28","Ilha do Corvo","0"
"Mai-29","Ilha do Corvo","0"
"Mai-30","Ilha do Corvo","0"
"Mai-31","Ilha do Corvo","0"
"Jun-01","Ilha do Corvo","0"
"Jun-02","Ilha do Corvo","0"
"Jun-03","Ilha do Corvo","0"
"Jun-04","Ilha do Corvo","0"
"Jun-05","Ilha do Corvo","0"
"Jun-06","Ilha do Corvo","0"
"Jun-07","Ilha do Corvo","0"
"Jun-08","Ilha do Corvo","0"
"Jun-09","Ilha do Corvo","0"
"Jun-10","Ilha do Corvo","0"
"Jun-11","Ilha do Corvo","0"
"Jun-12","Ilha do Corvo","0"
"Jun-13","Ilha do Corvo","0"
"Jun-14","Ilha do Corvo","0"
"Jun-15","Ilha do Corvo","0"
"Jun-16","Ilha do Corvo","0"
"Jun-17","Ilha do Corvo","0"
"Jun-18","Ilha do Corvo","0"
"Jun-19","Ilha do Corvo","0"
"Jun-20","Ilha do Corvo","0"
"Jun-21","Ilha do Corvo","0"
"Jun-22","Ilha do Corvo","0"
"Jun-23","Ilha do Corvo","0"
"Jun-24","Ilha do Corvo","0"
"Jun-25","Ilha do Corvo","0"
"Jun-26","Ilha do Corvo","0"
"Jun-27","Ilha do Corvo","0"
"Jun-28","Ilha do Corvo","0"
"Jun-29","Ilha do Corvo","0"
"Jun-30","Ilha do Corvo","0"
"Jul-01","Ilha do Corvo","0"
"Jul-02","Ilha do Corvo","0"
"Jul-03","Ilha do Corvo","0"
"Jul-04","Ilha do Corvo","0"
"Jul-05","Ilha do Corvo","0"
"Jul-06","Ilha do Corvo","0"
"Jul-07","Ilha do Corvo","0"
"Jul-08","Ilha do Corvo","0"
"Jul-09","Ilha do Corvo","0"
"Jul-10","Ilha do Corvo","0"
"Jul-11","Ilha do Corvo","0"
"Jul-12","Ilha do Corvo","0"
"Jul-13","Ilha do Corvo","0"
"Jul-14","Ilha do Corvo","0"
"Jul-15","Ilha do Corvo","0"
"Jul-16","Ilha do Corvo","0"
"Jul-17","Ilha do Corvo","0"
"Jul-18","Ilha do Corvo","0"
"Jul-19","Ilha do Corvo","0"
"Jul-20","Ilha do Corvo","0"
"Jul-21","Ilha do Corvo","0"
"Jul-22","Ilha do Corvo","0"
"Jul-23","Ilha do Corvo","0"
"Jul-24","Ilha do Corvo","0"
"Jul-25","Ilha do Corvo","0"
"Jul-26","Ilha do Corvo","0"
"Jul-27","Ilha do Corvo","0"
"Jul-28","Ilha do Corvo","0"
"Jul-29","Ilha do Corvo","0"
"Jul-30","Ilha do Corvo","0"
"Jul-31","Ilha do Corvo","0"
"Ago-01","Ilha do Corvo","0"
"Ago-02","Ilha do Corvo","0"
"Ago-03","Ilha do Corvo","0"
"Ago-04","Ilha do Corvo","0"
"Ago-05","Ilha do Corvo","0"
"Ago-06","Ilha do Corvo","0"
"Ago-07","Ilha do Corvo","0"
"Ago-08","Ilha do Corvo","0"
"Ago-09","Ilha do Corvo","0"
"Ago-10","Ilha do Corvo","0"
"Ago-11","Ilha do Corvo","0"
"Ago-12","Ilha do Corvo","0"
"Ago-13","Ilha do Corvo","0"
"Ago-14","Ilha do Corvo","0"
"Ago-15","Ilha do Corvo","0"
"Ago-16","Ilha do Corvo","0"
"Ago-17","Ilha do Corvo","0"
"Ago-18","Ilha do Corvo","0"
"Ago-19","Ilha do Corvo","0"
"Ago-20","Ilha do Corvo","0"
"Ago-21","Ilha do Corvo","0"
"Ago-22","Ilha do Corvo","0"
"Ago-23","Ilha do Corvo","0"
"Ago-24","Ilha do Corvo","0"
"Ago-25","Ilha do Corvo","0"
"Ago-26","Ilha do Corvo","0"
"Ago-27","Ilha do Corvo","0"
"Ago-28","Ilha do Corvo","0"
"Ago-29","Ilha do Corvo","0"
"Ago-30","Ilha do Corvo","0"
"Ago-31","Ilha do Corvo","0"
"Set-01","Ilha do Corvo","0"
"Set-02","Ilha do Corvo","0"
"Set-03","Ilha do Corvo","0"
"Set-04","Ilha do Corvo","0"
"Set-05","Ilha do Corvo","0"
"Set-06","Ilha do Corvo","0"
"Set-07","Ilha do Corvo","0"
"Set-08","Ilha do Corvo","0"
"Set-09","Ilha do Corvo","0"
"Set-10","Ilha do Corvo","0"
"Set-11","Ilha do Corvo","0"
"Set-12","Ilha do Corvo","0"
"Set-13","Ilha do Corvo","0"
"Set-14","Ilha do Corvo","0"
"Set-15","Ilha do Corvo","0"
"Set-16","Ilha do Corvo","0"
"Set-17","Ilha do Corvo","0"
"Set-18","Ilha do Corvo","0"
"Set-19","Ilha do Corvo","0"
"Set-20","Ilha do Corvo","0"
"Set-21","Ilha do Corvo","0"
"Set-22","Ilha do Corvo","0"
"Set-23","Ilha do Corvo","0"
"Set-24","Ilha do Corvo","0"
"Set-25","Ilha do Corvo","0"
"Set-26","Ilha do Corvo","0"
"Set-27","Ilha do Corvo","0"
"Set-28","Ilha do Corvo","0"
"Set-29","Ilha do Corvo","0"
"Set-30","Ilha do Corvo","0"
"Out-01","Ilha do Corvo","0"
"Out-02","Ilha do Corvo","0"
"Out-03","Ilha do Corvo","0"
"Out-04","Ilha do Corvo","0"
"Out-05","Ilha do Corvo","0"
"Out-06","Ilha do Corvo","0"
"Out-07","Ilha do Corvo","0"
"Out-08","Ilha do Corvo","0"
"Out-09","Ilha do Corvo","0"
"Out-10","Ilha do Corvo","0"
"Out-11","Ilha do Corvo","0"
"Out-12","Ilha do Corvo","0"
"Out-13","Ilha do Corvo","0"
"Out-14","Ilha do Corvo","1"
"Out-15","Ilha do Corvo","0"
"Out-16","Ilha do Corvo","0"
"Out-17","Ilha do Corvo","0"
"Out-18","Ilha do Corvo","0"
"Out-19","Ilha do Corvo","0"
"Out-20","Ilha do Corvo","0"
"Out-21","Ilha do Corvo","0"
"Out-22","Ilha do Corvo","0"
"Out-23","Ilha do Corvo","0"
"Out-24","Ilha do Corvo","0"
"Out-25","Ilha do Corvo","0"
"Out-26","Ilha do Corvo","0"
"Out-27","Ilha do Corvo","0"
"Out-28","Ilha do Corvo","0"
"Out-29","Ilha do Corvo","0"
"Out-30","Ilha do Corvo","0"
"Out-31","Ilha do Corvo","0"
"Nov-01","Ilha do Corvo","0"
"Nov-02","Ilha do Corvo","0"
"Nov-03","Ilha do Corvo","0"
"Nov-04","Ilha do Corvo","0"
"Nov-05","Ilha do Corvo","1"
"Nov-06","Ilha do Corvo","0"
"Nov-07","Ilha do Corvo","0"
"Nov-08","Ilha do Corvo","0"
"Nov-09","Ilha do Corvo","0"
"Nov-10","Ilha do Corvo","0"
"Nov-11","Ilha do Corvo","1"
"Nov-12","Ilha do Corvo","0"
"Nov-13","Ilha do Corvo","0"
"Nov-14","Ilha do Corvo","0"
"Nov-15","Ilha do Corvo","0"
"Nov-16","Ilha do Corvo","0"
"Nov-17","Ilha do Corvo","0"
"Nov-18","Ilha do Corvo","0"
"Nov-19","Ilha do Corvo","0"
"Nov-20","Ilha do Corvo","0"
"Nov-21","Ilha do Corvo","0"
"Nov-22","Ilha do Corvo","0"
"Nov-23","Ilha do Corvo","0"
"Nov-24","Ilha do Corvo","0"
"Nov-25","Ilha do Corvo","0"
"Nov-26","Ilha do Corvo","1"
"Nov-27","Ilha do Corvo","0"
"Nov-28","Ilha do Corvo","0"
"Nov-29","Ilha do Corvo","0"
"Nov-30","Ilha do Corvo","0"
"Dez-01","Ilha do Corvo","0"
"Dez-02","Ilha do Corvo","0"
"Dez-03","Ilha do Corvo","0"
"Dez-04","Ilha do Corvo","0"
"Dez-05","Ilha do Corvo","0"
"Dez-06","Ilha do Corvo","0"
"Dez-07","Ilha do Corvo","0"
"Dez-08","Ilha do Corvo","0"
"Dez-09","Ilha do Corvo","0"
"Dez-10","Ilha do Corvo","0"
"Dez-11","Ilha do Corvo","0"
"Dez-12","Ilha do Corvo","0"
"Dez-13","Ilha do Corvo","0"
"Dez-14","Ilha do Corvo","0"
"Dez-15","Ilha do Corvo","0"
"Dez-16","Ilha do Corvo","0"
"Dez-17","Ilha do Corvo","0"
"Dez-18","Ilha do Corvo","0"
"Dez-19","Ilha do Corvo","0"
"Dez-20","Ilha do Corvo","0"
"Dez-21","Ilha do Corvo","0"
"Dez-22","Ilha do Corvo","0"
"Dez-23","Ilha do Corvo","0"
"Dez-24","Ilha do Corvo","0"
"Dez-25","Ilha do Corvo","0"
"Dez-26","Ilha do Corvo","0"
"Dez-27","Ilha do Corvo","0"
"Dez-28","Ilha do Corvo","0"
"Dez-29","Ilha do Corvo","1"
"Dez-30","Ilha do Corvo","0"
"Dez-31","Ilha do Corvo","0"
"Jan-01","Ilha do Faial","0"
"Jan-02","Ilha do Faial","0"
"Jan-03","Ilha do Faial","0"
"Jan-04","Ilha do Faial","0"
"Jan-05","Ilha do Faial","0"
"Jan-06","Ilha do Faial","0"
"Jan-07","Ilha do Faial","1"
"Jan-08","Ilha do Faial","3"
"Jan-09","Ilha do Faial","0"
"Jan-10","Ilha do Faial","1"
"Jan-11","Ilha do Faial","0"
"Jan-12","Ilha do Faial","0"
"Jan-13","Ilha do Faial","1"
"Jan-14","Ilha do Faial","1"
"Jan-15","Ilha do Faial","0"
"Jan-16","Ilha do Faial","0"
"Jan-17","Ilha do Faial","0"
"Jan-18","Ilha do Faial","1"
"Jan-19","Ilha do Faial","2"
"Jan-20","Ilha do Faial","0"
"Jan-21","Ilha do Faial","1"
"Jan-22","Ilha do Faial","0"
"Jan-23","Ilha do Faial","0"
"Jan-24","Ilha do Faial","0"
"Jan-25","Ilha do Faial","0"
"Jan-26","Ilha do Faial","0"
"Jan-27","Ilha do Faial","0"
"Jan-28","Ilha do Faial","0"
"Jan-29","Ilha do Faial","0"
"Jan-30","Ilha do Faial","1"
"Jan-31","Ilha do Faial","0"
"Fev-01","Ilha do Faial","1"
"Fev-02","Ilha do Faial","0"
"Fev-03","Ilha do Faial","3"
"Fev-04","Ilha do Faial","0"
"Fev-05","Ilha do Faial","0"
"Fev-06","Ilha do Faial","1"
"Fev-07","Ilha do Faial","0"
"Fev-08","Ilha do Faial","0"
"Fev-09","Ilha do Faial","0"
"Fev-10","Ilha do Faial","1"
"Fev-11","Ilha do Faial","0"
"Fev-12","Ilha do Faial","0"
"Fev-13","Ilha do Faial","0"
"Fev-14","Ilha do Faial","0"
"Fev-15","Ilha do Faial","0"
"Fev-16","Ilha do Faial","0"
"Fev-17","Ilha do Faial","0"
"Fev-18","Ilha do Faial","0"
"Fev-19","Ilha do Faial","3"
"Fev-20","Ilha do Faial","0"
"Fev-21","Ilha do Faial","0"
"Fev-22","Ilha do Faial","0"
"Fev-23","Ilha do Faial","0"
"Fev-24","Ilha do Faial","1"
"Fev-25","Ilha do Faial","0"
"Fev-26","Ilha do Faial","0"
"Fev-27","Ilha do Faial","1"
"Fev-28","Ilha do Faial","0"
"Mar-01","Ilha do Faial","1"
"Mar-02","Ilha do Faial","1"
"Mar-03","Ilha do Faial","0"
"Mar-04","Ilha do Faial","0"
"Mar-05","Ilha do Faial","0"
"Mar-06","Ilha do Faial","1"
"Mar-07","Ilha do Faial","1"
"Mar-08","Ilha do Faial","0"
"Mar-09","Ilha do Faial","1"
"Mar-10","Ilha do Faial","0"
"Mar-11","Ilha do Faial","1"
"Mar-12","Ilha do Faial","1"
"Mar-13","Ilha do Faial","2"
"Mar-14","Ilha do Faial","1"
"Mar-15","Ilha do Faial","0"
"Mar-16","Ilha do Faial","1"
"Mar-17","Ilha do Faial","0"
"Mar-18","Ilha do Faial","0"
"Mar-19","Ilha do Faial","0"
"Mar-20","Ilha do Faial","0"
"Mar-21","Ilha do Faial","2"
"Mar-22","Ilha do Faial","0"
"Mar-23","Ilha do Faial","0"
"Mar-24","Ilha do Faial","1"
"Mar-25","Ilha do Faial","0"
"Mar-26","Ilha do Faial","0"
"Mar-27","Ilha do Faial","0"
"Mar-28","Ilha do Faial","1"
"Mar-29","Ilha do Faial","0"
"Mar-30","Ilha do Faial","0"
"Mar-31","Ilha do Faial","0"
"Abr-01","Ilha do Faial","0"
"Abr-02","Ilha do Faial","0"
"Abr-03","Ilha do Faial","0"
"Abr-04","Ilha do Faial","1"
"Abr-05","Ilha do Faial","0"
"Abr-06","Ilha do Faial","0"
"Abr-07","Ilha do Faial","1"
"Abr-08","Ilha do Faial","1"
"Abr-09","Ilha do Faial","2"
"Abr-10","Ilha do Faial","3"
"Abr-11","Ilha do Faial","0"
"Abr-12","Ilha do Faial","2"
"Abr-13","Ilha do Faial","0"
"Abr-14","Ilha do Faial","0"
"Abr-15","Ilha do Faial","0"
"Abr-16","Ilha do Faial","0"
"Abr-17","Ilha do Faial","0"
"Abr-18","Ilha do Faial","0"
"Abr-19","Ilha do Faial","0"
"Abr-20","Ilha do Faial","0"
"Abr-21","Ilha do Faial","0"
"Abr-22","Ilha do Faial","0"
"Abr-23","Ilha do Faial","0"
"Abr-24","Ilha do Faial","1"
"Abr-25","Ilha do Faial","1"
"Abr-26","Ilha do Faial","0"
"Abr-27","Ilha do Faial","2"
"Abr-28","Ilha do Faial","1"
"Abr-29","Ilha do Faial","0"
"Abr-30","Ilha do Faial","2"
"Mai-01","Ilha do Faial","0"
"Mai-02","Ilha do Faial","0"
"Mai-03","Ilha do Faial","0"
"Mai-04","Ilha do Faial","1"
"Mai-05","Ilha do Faial","1"
"Mai-06","Ilha do Faial","1"
"Mai-07","Ilha do Faial","0"
"Mai-08","Ilha do Faial","0"
"Mai-09","Ilha do Faial","1"
"Mai-10","Ilha do Faial","0"
"Mai-11","Ilha do Faial","0"
"Mai-12","Ilha do Faial","0"
"Mai-13","Ilha do Faial","0"
"Mai-14","Ilha do Faial","0"
"Mai-15","Ilha do Faial","0"
"Mai-16","Ilha do Faial","1"
"Mai-17","Ilha do Faial","0"
"Mai-18","Ilha do Faial","0"
"Mai-19","Ilha do Faial","2"
"Mai-20","Ilha do Faial","1"
"Mai-21","Ilha do Faial","0"
"Mai-22","Ilha do Faial","0"
"Mai-23","Ilha do Faial","0"
"Mai-24","Ilha do Faial","1"
"Mai-25","Ilha do Faial","0"
"Mai-26","Ilha do Faial","0"
"Mai-27","Ilha do Faial","0"
"Mai-28","Ilha do Faial","0"
"Mai-29","Ilha do Faial","0"
"Mai-30","Ilha do Faial","0"
"Mai-31","Ilha do Faial","0"
"Jun-01","Ilha do Faial","1"
"Jun-02","Ilha do Faial","0"
"Jun-03","Ilha do Faial","0"
"Jun-04","Ilha do Faial","0"
"Jun-05","Ilha do Faial","0"
"Jun-06","Ilha do Faial","0"
"Jun-07","Ilha do Faial","0"
"Jun-08","Ilha do Faial","2"
"Jun-09","Ilha do Faial","2"
"Jun-10","Ilha do Faial","0"
"Jun-11","Ilha do Faial","0"
"Jun-12","Ilha do Faial","0"
"Jun-13","Ilha do Faial","1"
"Jun-14","Ilha do Faial","0"
"Jun-15","Ilha do Faial","0"
"Jun-16","Ilha do Faial","0"
"Jun-17","Ilha do Faial","0"
"Jun-18","Ilha do Faial","1"
"Jun-19","Ilha do Faial","0"
"Jun-20","Ilha do Faial","1"
"Jun-21","Ilha do Faial","0"
"Jun-22","Ilha do Faial","1"
"Jun-23","Ilha do Faial","0"
"Jun-24","Ilha do Faial","0"
"Jun-25","Ilha do Faial","0"
"Jun-26","Ilha do Faial","0"
"Jun-27","Ilha do Faial","0"
"Jun-28","Ilha do Faial","2"
"Jun-29","Ilha do Faial","0"
"Jun-30","Ilha do Faial","0"
"Jul-01","Ilha do Faial","0"
"Jul-02","Ilha do Faial","0"
"Jul-03","Ilha do Faial","0"
"Jul-04","Ilha do Faial","0"
"Jul-05","Ilha do Faial","1"
"Jul-06","Ilha do Faial","0"
"Jul-07","Ilha do Faial","0"
"Jul-08","Ilha do Faial","0"
"Jul-09","Ilha do Faial","1"
"Jul-10","Ilha do Faial","1"
"Jul-11","Ilha do Faial","1"
"Jul-12","Ilha do Faial","0"
"Jul-13","Ilha do Faial","0"
"Jul-14","Ilha do Faial","0"
"Jul-15","Ilha do Faial","0"
"Jul-16","Ilha do Faial","1"
"Jul-17","Ilha do Faial","0"
"Jul-18","Ilha do Faial","0"
"Jul-19","Ilha do Faial","3"
"Jul-20","Ilha do Faial","0"
"Jul-21","Ilha do Faial","0"
"Jul-22","Ilha do Faial","1"
"Jul-23","Ilha do Faial","1"
"Jul-24","Ilha do Faial","0"
"Jul-25","Ilha do Faial","0"
"Jul-26","Ilha do Faial","0"
"Jul-27","Ilha do Faial","0"
"Jul-28","Ilha do Faial","0"
"Jul-29","Ilha do Faial","0"
"Jul-30","Ilha do Faial","0"
"Jul-31","Ilha do Faial","0"
"Ago-01","Ilha do Faial","1"
"Ago-02","Ilha do Faial","2"
"Ago-03","Ilha do Faial","0"
"Ago-04","Ilha do Faial","0"
"Ago-05","Ilha do Faial","0"
"Ago-06","Ilha do Faial","1"
"Ago-07","Ilha do Faial","0"
"Ago-08","Ilha do Faial","0"
"Ago-09","Ilha do Faial","0"
"Ago-10","Ilha do Faial","0"
"Ago-11","Ilha do Faial","0"
"Ago-12","Ilha do Faial","1"
"Ago-13","Ilha do Faial","0"
"Ago-14","Ilha do Faial","0"
"Ago-15","Ilha do Faial","0"
"Ago-16","Ilha do Faial","0"
"Ago-17","Ilha do Faial","0"
"Ago-18","Ilha do Faial","0"
"Ago-19","Ilha do Faial","0"
"Ago-20","Ilha do Faial","3"
"Ago-21","Ilha do Faial","2"
"Ago-22","Ilha do Faial","0"
"Ago-23","Ilha do Faial","1"
"Ago-24","Ilha do Faial","0"
"Ago-25","Ilha do Faial","0"
"Ago-26","Ilha do Faial","0"
"Ago-27","Ilha do Faial","0"
"Ago-28","Ilha do Faial","0"
"Ago-29","Ilha do Faial","0"
"Ago-30","Ilha do Faial","0"
"Ago-31","Ilha do Faial","0"
"Set-01","Ilha do Faial","1"
"Set-02","Ilha do Faial","0"
"Set-03","Ilha do Faial","3"
"Set-04","Ilha do Faial","2"
"Set-05","Ilha do Faial","0"
"Set-06","Ilha do Faial","2"
"Set-07","Ilha do Faial","0"
"Set-08","Ilha do Faial","0"
"Set-09","Ilha do Faial","0"
"Set-10","Ilha do Faial","0"
"Set-11","Ilha do Faial","1"
"Set-12","Ilha do Faial","0"
"Set-13","Ilha do Faial","0"
"Set-14","Ilha do Faial","0"
"Set-15","Ilha do Faial","0"
"Set-16","Ilha do Faial","0"
"Set-17","Ilha do Faial","1"
"Set-18","Ilha do Faial","0"
"Set-19","Ilha do Faial","0"
"Set-20","Ilha do Faial","0"
"Set-21","Ilha do Faial","0"
"Set-22","Ilha do Faial","0"
"Set-23","Ilha do Faial","1"
"Set-24","Ilha do Faial","0"
"Set-25","Ilha do Faial","0"
"Set-26","Ilha do Faial","1"
"Set-27","Ilha do Faial","0"
"Set-28","Ilha do Faial","0"
"Set-29","Ilha do Faial","0"
"Set-30","Ilha do Faial","0"
"Out-01","Ilha do Faial","3"
"Out-02","Ilha do Faial","0"
"Out-03","Ilha do Faial","0"
"Out-04","Ilha do Faial","0"
"Out-05","Ilha do Faial","0"
"Out-06","Ilha do Faial","0"
"Out-07","Ilha do Faial","0"
"Out-08","Ilha do Faial","0"
"Out-09","Ilha do Faial","1"
"Out-10","Ilha do Faial","0"
"Out-11","Ilha do Faial","0"
"Out-12","Ilha do Faial","0"
"Out-13","Ilha do Faial","0"
"Out-14","Ilha do Faial","0"
"Out-15","Ilha do Faial","0"
"Out-16","Ilha do Faial","1"
"Out-17","Ilha do Faial","1"
"Out-18","Ilha do Faial","0"
"Out-19","Ilha do Faial","0"
"Out-20","Ilha do Faial","0"
"Out-21","Ilha do Faial","1"
"Out-22","Ilha do Faial","1"
"Out-23","Ilha do Faial","0"
"Out-24","Ilha do Faial","0"
"Out-25","Ilha do Faial","0"
"Out-26","Ilha do Faial","0"
"Out-27","Ilha do Faial","0"
"Out-28","Ilha do Faial","0"
"Out-29","Ilha do Faial","0"
"Out-30","Ilha do Faial","0"
"Out-31","Ilha do Faial","0"
"Nov-01","Ilha do Faial","0"
"Nov-02","Ilha do Faial","0"
"Nov-03","Ilha do Faial","1"
"Nov-04","Ilha do Faial","2"
"Nov-05","Ilha do Faial","1"
"Nov-06","Ilha do Faial","1"
"Nov-07","Ilha do Faial","0"
"Nov-08","Ilha do Faial","0"
"Nov-09","Ilha do Faial","0"
"Nov-10","Ilha do Faial","0"
"Nov-11","Ilha do Faial","1"
"Nov-12","Ilha do Faial","0"
"Nov-13","Ilha do Faial","0"
"Nov-14","Ilha do Faial","0"
"Nov-15","Ilha do Faial","0"
"Nov-16","Ilha do Faial","1"
"Nov-17","Ilha do Faial","0"
"Nov-18","Ilha do Faial","0"
"Nov-19","Ilha do Faial","0"
"Nov-20","Ilha do Faial","0"
"Nov-21","Ilha do Faial","0"
"Nov-22","Ilha do Faial","3"
"Nov-23","Ilha do Faial","0"
"Nov-24","Ilha do Faial","0"
"Nov-25","Ilha do Faial","0"
"Nov-26","Ilha do Faial","0"
"Nov-27","Ilha do Faial","0"
"Nov-28","Ilha do Faial","1"
"Nov-29","Ilha do Faial","0"
"Nov-30","Ilha do Faial","1"
"Dez-01","Ilha do Faial","1"
"Dez-02","Ilha do Faial","0"
"Dez-03","Ilha do Faial","1"
"Dez-04","Ilha do Faial","0"
"Dez-05","Ilha do Faial","0"
"Dez-06","Ilha do Faial","0"
"Dez-07","Ilha do Faial","0"
"Dez-08","Ilha do Faial","1"
"Dez-09","Ilha do Faial","0"
"Dez-10","Ilha do Faial","0"
"Dez-11","Ilha do Faial","0"
"Dez-12","Ilha do Faial","0"
"Dez-13","Ilha do Faial","0"
"Dez-14","Ilha do Faial","0"
"Dez-15","Ilha do Faial","0"
"Dez-16","Ilha do Faial","0"
"Dez-17","Ilha do Faial","0"
"Dez-18","Ilha do Faial","0"
"Dez-19","Ilha do Faial","1"
"Dez-20","Ilha do Faial","0"
"Dez-21","Ilha do Faial","0"
"Dez-22","Ilha do Faial","0"
"Dez-23","Ilha do Faial","2"
"Dez-24","Ilha do Faial","2"
"Dez-25","Ilha do Faial","1"
"Dez-26","Ilha do Faial","0"
"Dez-27","Ilha do Faial","0"
"Dez-28","Ilha do Faial","0"
"Dez-29","Ilha do Faial","0"
"Dez-30","Ilha do Faial","1"
"Dez-31","Ilha do Faial","0"
"Jan-01","Ilha do Pico","1"
"Jan-02","Ilha do Pico","0"
"Jan-03","Ilha do Pico","0"
